Time,ECG1_Filtered
2025-05-22T17:02:09.947,-0.18
2025-05-22T17:02:09.951,-0.18
2025-05-22T17:02:09.955,-0.17
2025-05-22T17:02:09.958,-0.16
2025-05-22T17:02:09.962,-0.16
2025-05-22T17:02:09.966,-0.16
2025-05-22T17:02:09.970,-0.16
2025-05-22T17:02:09.973,-0.15
2025-05-22T17:02:09.977,-0.15
2025-05-22T17:02:09.981,-0.15
2025-05-22T17:02:09.985,-0.15
2025-05-22T17:02:09.988,-0.15
2025-05-22T17:02:09.992,-0.15
2025-05-22T17:02:09.996,-0.14
2025-05-22T17:02:10.000,-0.13
2025-05-22T17:02:10.003,-0.12
2025-05-22T17:02:10.007,-0.11
2025-05-22T17:02:10.011,-0.09
2025-05-22T17:02:10.015,-0.06
2025-05-22T17:02:10.018,-0.03
2025-05-22T17:02:10.022,0.0
2025-05-22T17:02:10.026,0.04
2025-05-22T17:02:10.030,0.07
2025-05-22T17:02:10.033,0.1
2025-05-22T17:02:10.037,0.12
2025-05-22T17:02:10.041,0.12
2025-05-22T17:02:10.045,0.12
2025-05-22T17:02:10.048,0.1
2025-05-22T17:02:10.052,0.07
2025-05-22T17:02:10.056,0.04
2025-05-22T17:02:10.060,0.0
2025-05-22T17:02:10.063,-0.04
2025-05-22T17:02:10.067,-0.07
2025-05-22T17:02:10.071,-0.11
2025-05-22T17:02:10.075,-0.13
2025-05-22T17:02:10.078,-0.16
2025-05-22T17:02:10.082,-0.18
2025-05-22T17:02:10.086,-0.2
2025-05-22T17:02:10.090,-0.21
2025-05-22T17:02:10.093,-0.21
2025-05-22T17:02:10.097,-0.21
2025-05-22T17:02:10.101,-0.2
2025-05-22T17:02:10.105,-0.2
2025-05-22T17:02:10.108,-0.19
2025-05-22T17:02:10.112,-0.17
2025-05-22T17:02:10.116,-0.16
2025-05-22T17:02:10.120,-0.14
2025-05-22T17:02:10.123,-0.13
2025-05-22T17:02:10.127,-0.13
2025-05-22T17:02:10.131,-0.12
2025-05-22T17:02:10.135,-0.12
2025-05-22T17:02:10.138,-0.11
2025-05-22T17:02:10.142,-0.07
2025-05-22T17:02:10.146,0.03
2025-05-22T17:02:10.150,0.2
2025-05-22T17:02:10.153,0.43
2025-05-22T17:02:10.157,0.72
2025-05-22T17:02:10.161,1.07
2025-05-22T17:02:10.165,1.45
2025-05-22T17:02:10.168,1.83
2025-05-22T17:02:10.172,2.08
2025-05-22T17:02:10.176,2.09
2025-05-22T17:02:10.180,1.8
2025-05-22T17:02:10.183,1.28
2025-05-22T17:02:10.187,0.69
2025-05-22T17:02:10.191,0.16
2025-05-22T17:02:10.195,-0.26
2025-05-22T17:02:10.198,-0.54
2025-05-22T17:02:10.202,-0.69
2025-05-22T17:02:10.206,-0.74
2025-05-22T17:02:10.210,-0.7
2025-05-22T17:02:10.213,-0.61
2025-05-22T17:02:10.217,-0.5
2025-05-22T17:02:10.221,-0.4
2025-05-22T17:02:10.225,-0.32
2025-05-22T17:02:10.228,-0.26
2025-05-22T17:02:10.232,-0.22
2025-05-22T17:02:10.236,-0.18
2025-05-22T17:02:10.240,-0.16
2025-05-22T17:02:10.243,-0.13
2025-05-22T17:02:10.247,-0.11
2025-05-22T17:02:10.251,-0.09
2025-05-22T17:02:10.254,-0.06
2025-05-22T17:02:10.258,-0.03
2025-05-22T17:02:10.262,0.0
2025-05-22T17:02:10.266,0.01
2025-05-22T17:02:10.269,0.03
2025-05-22T17:02:10.273,0.04
2025-05-22T17:02:10.277,0.05
2025-05-22T17:02:10.281,0.07
2025-05-22T17:02:10.284,0.08
2025-05-22T17:02:10.288,0.08
2025-05-22T17:02:10.292,0.09
2025-05-22T17:02:10.296,0.1
2025-05-22T17:02:10.299,0.1
2025-05-22T17:02:10.303,0.11
2025-05-22T17:02:10.307,0.12
2025-05-22T17:02:10.311,0.13
2025-05-22T17:02:10.314,0.14
2025-05-22T17:02:10.318,0.16
2025-05-22T17:02:10.322,0.18
2025-05-22T17:02:10.326,0.2
2025-05-22T17:02:10.329,0.22
2025-05-22T17:02:10.333,0.24
2025-05-22T17:02:10.337,0.26
2025-05-22T17:02:10.341,0.28
2025-05-22T17:02:10.344,0.3
2025-05-22T17:02:10.348,0.33
2025-05-22T17:02:10.352,0.35
2025-05-22T17:02:10.356,0.38
2025-05-22T17:02:10.359,0.41
2025-05-22T17:02:10.363,0.44
2025-05-22T17:02:10.367,0.47
2025-05-22T17:02:10.371,0.5
2025-05-22T17:02:10.374,0.53
2025-05-22T17:02:10.378,0.56
2025-05-22T17:02:10.382,0.6
2025-05-22T17:02:10.386,0.63
2025-05-22T17:02:10.389,0.66
2025-05-22T17:02:10.393,0.68
2025-05-22T17:02:10.397,0.71
2025-05-22T17:02:10.401,0.74
2025-05-22T17:02:10.404,0.77
2025-05-22T17:02:10.408,0.79
2025-05-22T17:02:10.412,0.8
2025-05-22T17:02:10.416,0.8
2025-05-22T17:02:10.419,0.8
2025-05-22T17:02:10.423,0.78
2025-05-22T17:02:10.427,0.76
2025-05-22T17:02:10.431,0.72
2025-05-22T17:02:10.434,0.68
2025-05-22T17:02:10.438,0.63
2025-05-22T17:02:10.442,0.58
2025-05-22T17:02:10.446,0.53
2025-05-22T17:02:10.449,0.47
2025-05-22T17:02:10.453,0.41
2025-05-22T17:02:10.457,0.34
2025-05-22T17:02:10.461,0.27
2025-05-22T17:02:10.464,0.19
2025-05-22T17:02:10.468,0.12
2025-05-22T17:02:10.472,0.04
2025-05-22T17:02:10.476,-0.03
2025-05-22T17:02:10.479,-0.1
2025-05-22T17:02:10.483,-0.17
2025-05-22T17:02:10.487,-0.23
2025-05-22T17:02:10.491,-0.29
2025-05-22T17:02:10.494,-0.33
2025-05-22T17:02:10.498,-0.37
2025-05-22T17:02:10.502,-0.4
2025-05-22T17:02:10.506,-0.42
2025-05-22T17:02:10.509,-0.45
2025-05-22T17:02:10.513,-0.46
2025-05-22T17:02:10.517,-0.48
2025-05-22T17:02:10.521,-0.49
2025-05-22T17:02:10.524,-0.5
2025-05-22T17:02:10.528,-0.5
2025-05-22T17:02:10.532,-0.5
2025-05-22T17:02:10.536,-0.5
2025-05-22T17:02:10.539,-0.49
2025-05-22T17:02:10.543,-0.48
2025-05-22T17:02:10.547,-0.47
2025-05-22T17:02:10.551,-0.46
2025-05-22T17:02:10.554,-0.44
2025-05-22T17:02:10.558,-0.43
2025-05-22T17:02:10.562,-0.42
2025-05-22T17:02:10.566,-0.41
2025-05-22T17:02:10.569,-0.4
2025-05-22T17:02:10.573,-0.4
2025-05-22T17:02:10.577,-0.39
2025-05-22T17:02:10.581,-0.38
2025-05-22T17:02:10.584,-0.37
2025-05-22T17:02:10.588,-0.36
2025-05-22T17:02:10.592,-0.35
2025-05-22T17:02:10.596,-0.35
2025-05-22T17:02:10.599,-0.34
2025-05-22T17:02:10.603,-0.34
2025-05-22T17:02:10.607,-0.34
2025-05-22T17:02:10.611,-0.34
2025-05-22T17:02:10.614,-0.34
2025-05-22T17:02:10.618,-0.34
2025-05-22T17:02:10.622,-0.35
2025-05-22T17:02:10.626,-0.36
2025-05-22T17:02:10.629,-0.36
2025-05-22T17:02:10.633,-0.37
2025-05-22T17:02:10.637,-0.36
2025-05-22T17:02:10.641,-0.36
2025-05-22T17:02:10.644,-0.36
2025-05-22T17:02:10.648,-0.36
2025-05-22T17:02:10.652,-0.36
2025-05-22T17:02:10.656,-0.36
2025-05-22T17:02:10.659,-0.36
2025-05-22T17:02:10.663,-0.37
2025-05-22T17:02:10.667,-0.37
2025-05-22T17:02:10.671,-0.38
2025-05-22T17:02:10.674,-0.38
2025-05-22T17:02:10.678,-0.38
2025-05-22T17:02:10.682,-0.37
2025-05-22T17:02:10.686,-0.37
2025-05-22T17:02:10.689,-0.37
2025-05-22T17:02:10.693,-0.37
2025-05-22T17:02:10.697,-0.37
2025-05-22T17:02:10.701,-0.36
2025-05-22T17:02:10.704,-0.36
2025-05-22T17:02:10.708,-0.36
2025-05-22T17:02:10.712,-0.36
2025-05-22T17:02:10.716,-0.35
2025-05-22T17:02:10.719,-0.35
2025-05-22T17:02:10.723,-0.35
2025-05-22T17:02:10.727,-0.35
2025-05-22T17:02:10.731,-0.35
2025-05-22T17:02:10.734,-0.34
2025-05-22T17:02:10.738,-0.34
2025-05-22T17:02:10.742,-0.33
2025-05-22T17:02:10.746,-0.33
2025-05-22T17:02:10.749,-0.32
2025-05-22T17:02:10.753,-0.32
2025-05-22T17:02:10.757,-0.32
2025-05-22T17:02:10.761,-0.31
2025-05-22T17:02:10.764,-0.31
2025-05-22T17:02:10.768,-0.31
2025-05-22T17:02:10.772,-0.3
2025-05-22T17:02:10.776,-0.3
2025-05-22T17:02:10.779,-0.29
2025-05-22T17:02:10.783,-0.29
2025-05-22T17:02:10.787,-0.29
2025-05-22T17:02:10.791,-0.29
2025-05-22T17:02:10.794,-0.28
2025-05-22T17:02:10.798,-0.28
2025-05-22T17:02:10.802,-0.27
2025-05-22T17:02:10.806,-0.26
2025-05-22T17:02:10.809,-0.26
2025-05-22T17:02:10.813,-0.25
2025-05-22T17:02:10.817,-0.24
2025-05-22T17:02:10.821,-0.24
2025-05-22T17:02:10.824,-0.24
2025-05-22T17:02:10.828,-0.23
2025-05-22T17:02:10.832,-0.22
2025-05-22T17:02:10.836,-0.21
2025-05-22T17:02:10.839,-0.19
2025-05-22T17:02:10.843,-0.17
2025-05-22T17:02:10.847,-0.14
2025-05-22T17:02:10.851,-0.11
2025-05-22T17:02:10.854,-0.07
2025-05-22T17:02:10.858,-0.04
2025-05-22T17:02:10.862,0.0
2025-05-22T17:02:10.866,0.03
2025-05-22T17:02:10.869,0.05
2025-05-22T17:02:10.873,0.07
2025-05-22T17:02:10.877,0.07
2025-05-22T17:02:10.881,0.06
2025-05-22T17:02:10.884,0.05
2025-05-22T17:02:10.888,0.02
2025-05-22T17:02:10.892,-0.01
2025-05-22T17:02:10.896,-0.04
2025-05-22T17:02:10.899,-0.06
2025-05-22T17:02:10.903,-0.1
2025-05-22T17:02:10.907,-0.13
2025-05-22T17:02:10.911,-0.16
2025-05-22T17:02:10.914,-0.18
2025-05-22T17:02:10.918,-0.19
2025-05-22T17:02:10.922,-0.2
2025-05-22T17:02:10.926,-0.21
2025-05-22T17:02:10.929,-0.21
2025-05-22T17:02:10.933,-0.21
2025-05-22T17:02:10.937,-0.2
2025-05-22T17:02:10.941,-0.2
2025-05-22T17:02:10.944,-0.19
2025-05-22T17:02:10.948,-0.19
2025-05-22T17:02:10.952,-0.18
2025-05-22T17:02:10.956,-0.17
2025-05-22T17:02:10.959,-0.16
2025-05-22T17:02:10.963,-0.15
2025-05-22T17:02:10.967,-0.15
2025-05-22T17:02:10.971,-0.14
2025-05-22T17:02:10.974,-0.13
2025-05-22T17:02:10.978,-0.08
2025-05-22T17:02:10.982,0.02
2025-05-22T17:02:10.986,0.2
2025-05-22T17:02:10.989,0.44
2025-05-22T17:02:10.993,0.75
2025-05-22T17:02:10.997,1.11
