Time,ECG,is_rpeak
2025-05-22T17:02:07.449Z,-0.770000,false
2025-05-22T17:02:07.452Z,-0.830000,false
2025-05-22T17:02:07.456Z,-0.800000,false
2025-05-22T17:02:07.460Z,-0.710000,false
2025-05-22T17:02:07.464Z,-0.590000,false
2025-05-22T17:02:07.467Z,-0.480000,false
2025-05-22T17:02:07.471Z,-0.380000,false
2025-05-22T17:02:07.475Z,-0.310000,false
2025-05-22T17:02:07.479Z,-0.260000,false
2025-05-22T17:02:07.482Z,-0.230000,false
2025-05-22T17:02:07.486Z,-0.200000,false
2025-05-22T17:02:07.490Z,-0.170000,false
2025-05-22T17:02:07.494Z,-0.150000,false
2025-05-22T17:02:07.497Z,-0.130000,false
2025-05-22T17:02:07.501Z,-0.120000,false
2025-05-22T17:02:07.505Z,-0.100000,false
2025-05-22T17:02:07.509Z,-0.090000,false
2025-05-22T17:02:07.512Z,-0.070000,false
2025-05-22T17:02:07.516Z,-0.050000,false
2025-05-22T17:02:07.520Z,-0.040000,false
2025-05-22T17:02:07.524Z,-0.020000,false
2025-05-22T17:02:07.527Z,-0.010000,false
2025-05-22T17:02:07.531Z,0.010000,false
2025-05-22T17:02:07.535Z,0.020000,false
2025-05-22T17:02:07.539Z,0.040000,false
2025-05-22T17:02:07.542Z,0.050000,false
2025-05-22T17:02:07.546Z,0.060000,false
2025-05-22T17:02:07.550Z,0.070000,false
2025-05-22T17:02:07.554Z,0.080000,false
2025-05-22T17:02:07.557Z,0.100000,false
2025-05-22T17:02:07.561Z,0.120000,false
2025-05-22T17:02:07.565Z,0.130000,false
2025-05-22T17:02:07.569Z,0.150000,false
2025-05-22T17:02:07.572Z,0.160000,false
2025-05-22T17:02:07.576Z,0.170000,false
2025-05-22T17:02:07.580Z,0.180000,false
2025-05-22T17:02:07.584Z,0.200000,false
2025-05-22T17:02:07.587Z,0.210000,false
2025-05-22T17:02:07.591Z,0.220000,false
2025-05-22T17:02:07.595Z,0.240000,false
2025-05-22T17:02:07.599Z,0.250000,false
2025-05-22T17:02:07.602Z,0.270000,false
2025-05-22T17:02:07.606Z,0.290000,false
2025-05-22T17:02:07.610Z,0.310000,false
2025-05-22T17:02:07.614Z,0.330000,false
2025-05-22T17:02:07.617Z,0.360000,false
2025-05-22T17:02:07.621Z,0.390000,false
2025-05-22T17:02:07.625Z,0.420000,false
2025-05-22T17:02:07.629Z,0.450000,false
2025-05-22T17:02:07.632Z,0.480000,false
2025-05-22T17:02:07.636Z,0.510000,false
2025-05-22T17:02:07.640Z,0.550000,false
2025-05-22T17:02:07.644Z,0.600000,false
2025-05-22T17:02:07.648Z,0.670000,false
2025-05-22T17:02:07.652Z,0.700000,false
2025-05-22T17:02:07.655Z,0.670000,false
2025-05-22T17:02:07.659Z,0.600000,false
2025-05-22T17:02:07.663Z,0.510000,false
2025-05-22T17:02:07.667Z,0.410000,false
2025-05-22T17:02:07.670Z,0.320000,false
2025-05-22T17:02:07.674Z,0.240000,false
2025-05-22T17:02:07.678Z,0.160000,false
2025-05-22T17:02:07.682Z,0.090000,false
2025-05-22T17:02:07.685Z,0.030000,false
2025-05-22T17:02:07.689Z,-0.030000,false
2025-05-22T17:02:07.693Z,-0.080000,false
2025-05-22T17:02:07.697Z,-0.130000,false
2025-05-22T17:02:07.700Z,-0.170000,false
2025-05-22T17:02:07.704Z,-0.200000,false
2025-05-22T17:02:07.708Z,-0.230000,false
2025-05-22T17:02:07.712Z,-0.250000,false
2025-05-22T17:02:07.715Z,-0.260000,false
2025-05-22T17:02:07.719Z,-0.270000,false
2025-05-22T17:02:07.723Z,-0.280000,false
2025-05-22T17:02:07.727Z,-0.280000,false
2025-05-22T17:02:07.730Z,-0.280000,false
2025-05-22T17:02:07.734Z,-0.280000,false
2025-05-22T17:02:07.738Z,-0.270000,false
2025-05-22T17:02:07.742Z,-0.270000,false
2025-05-22T17:02:07.745Z,-0.260000,false
2025-05-22T17:02:07.749Z,-0.250000,false
2025-05-22T17:02:07.753Z,-0.240000,false
2025-05-22T17:02:07.757Z,-0.230000,false
2025-05-22T17:02:07.760Z,-0.230000,false
2025-05-22T17:02:07.764Z,-0.220000,false
2025-05-22T17:02:07.768Z,-0.210000,false
2025-05-22T17:02:07.772Z,-0.210000,false
2025-05-22T17:02:07.775Z,-0.200000,false
2025-05-22T17:02:07.779Z,-0.200000,false
2025-05-22T17:02:07.783Z,-0.190000,false
2025-05-22T17:02:07.787Z,-0.190000,false
2025-05-22T17:02:07.790Z,-0.190000,false
2025-05-22T17:02:07.794Z,-0.180000,false
2025-05-22T17:02:07.798Z,-0.180000,false
2025-05-22T17:02:07.802Z,-0.180000,false
2025-05-22T17:02:07.806Z,-0.180000,false
2025-05-22T17:02:07.809Z,-0.180000,false
2025-05-22T17:02:07.813Z,-0.180000,false
2025-05-22T17:02:07.817Z,-0.180000,false
2025-05-22T17:02:07.820Z,-0.180000,false
2025-05-22T17:02:07.824Z,-0.180000,false
2025-05-22T17:02:07.828Z,-0.180000,false
2025-05-22T17:02:07.832Z,-0.180000,false
2025-05-22T17:02:07.835Z,-0.180000,false
2025-05-22T17:02:07.839Z,-0.180000,false
2025-05-22T17:02:07.843Z,-0.180000,false
2025-05-22T17:02:07.847Z,-0.190000,false
2025-05-22T17:02:07.850Z,-0.190000,false
2025-05-22T17:02:07.854Z,-0.190000,false
2025-05-22T17:02:07.858Z,-0.190000,false
2025-05-22T17:02:07.862Z,-0.200000,false
2025-05-22T17:02:07.865Z,-0.200000,false
2025-05-22T17:02:07.869Z,-0.200000,false
2025-05-22T17:02:07.873Z,-0.210000,false
2025-05-22T17:02:07.877Z,-0.210000,false
2025-05-22T17:02:07.880Z,-0.210000,false
2025-05-22T17:02:07.884Z,-0.210000,false
2025-05-22T17:02:07.888Z,-0.210000,false
2025-05-22T17:02:07.892Z,-0.210000,false
2025-05-22T17:02:07.895Z,-0.200000,false
2025-05-22T17:02:07.899Z,-0.200000,false
2025-05-22T17:02:07.903Z,-0.200000,false
2025-05-22T17:02:07.907Z,-0.200000,false
2025-05-22T17:02:07.910Z,-0.200000,false
2025-05-22T17:02:07.914Z,-0.210000,false
2025-05-22T17:02:07.918Z,-0.210000,false
2025-05-22T17:02:07.922Z,-0.210000,false
2025-05-22T17:02:07.925Z,-0.220000,false
2025-05-22T17:02:07.929Z,-0.220000,false
2025-05-22T17:02:07.933Z,-0.220000,false
2025-05-22T17:02:07.937Z,-0.220000,false
2025-05-22T17:02:07.940Z,-0.210000,false
2025-05-22T17:02:07.944Z,-0.210000,false
2025-05-22T17:02:07.948Z,-0.200000,false
2025-05-22T17:02:07.952Z,-0.190000,false
2025-05-22T17:02:07.955Z,-0.190000,false
2025-05-22T17:02:07.959Z,-0.180000,false
2025-05-22T17:02:07.963Z,-0.180000,false
2025-05-22T17:02:07.967Z,-0.180000,false
2025-05-22T17:02:07.970Z,-0.180000,false
2025-05-22T17:02:07.974Z,-0.180000,false
2025-05-22T17:02:07.978Z,-0.180000,false
2025-05-22T17:02:07.982Z,-0.180000,false
2025-05-22T17:02:07.985Z,-0.180000,false
2025-05-22T17:02:07.989Z,-0.180000,false
2025-05-22T17:02:07.993Z,-0.180000,false
2025-05-22T17:02:07.997Z,-0.180000,false
2025-05-22T17:02:08Z,-0.180000,false
2025-05-22T17:02:08.004Z,-0.170000,false
2025-05-22T17:02:08.008Z,-0.160000,false
2025-05-22T17:02:08.012Z,-0.150000,false
2025-05-22T17:02:08.015Z,-0.150000,false
2025-05-22T17:02:08.019Z,-0.150000,false
2025-05-22T17:02:08.023Z,-0.150000,false
2025-05-22T17:02:08.027Z,-0.150000,false
2025-05-22T17:02:08.030Z,-0.150000,false
2025-05-22T17:02:08.034Z,-0.150000,false
2025-05-22T17:02:08.038Z,-0.150000,false
2025-05-22T17:02:08.042Z,-0.150000,false
2025-05-22T17:02:08.045Z,-0.150000,false
2025-05-22T17:02:08.049Z,-0.140000,false
2025-05-22T17:02:08.053Z,-0.140000,false
2025-05-22T17:02:08.057Z,-0.140000,false
2025-05-22T17:02:08.060Z,-0.130000,false
2025-05-22T17:02:08.064Z,-0.130000,false
2025-05-22T17:02:08.068Z,-0.130000,false
2025-05-22T17:02:08.072Z,-0.120000,false
2025-05-22T17:02:08.075Z,-0.120000,false
2025-05-22T17:02:08.079Z,-0.120000,false
2025-05-22T17:02:08.083Z,-0.130000,false
2025-05-22T17:02:08.087Z,-0.130000,false
2025-05-22T17:02:08.090Z,-0.130000,false
2025-05-22T17:02:08.094Z,-0.120000,false
2025-05-22T17:02:08.098Z,-0.120000,false
2025-05-22T17:02:08.102Z,-0.120000,false
2025-05-22T17:02:08.105Z,-0.120000,false
2025-05-22T17:02:08.109Z,-0.120000,false
2025-05-22T17:02:08.113Z,-0.120000,false
2025-05-22T17:02:08.117Z,-0.120000,false
2025-05-22T17:02:08.120Z,-0.120000,false
2025-05-22T17:02:08.124Z,-0.130000,false
2025-05-22T17:02:08.128Z,-0.130000,false
2025-05-22T17:02:08.132Z,-0.120000,false
2025-05-22T17:02:08.135Z,-0.120000,false
2025-05-22T17:02:08.139Z,-0.110000,false
2025-05-22T17:02:08.143Z,-0.100000,false
2025-05-22T17:02:08.147Z,-0.100000,false
2025-05-22T17:02:08.150Z,-0.100000,false
2025-05-22T17:02:08.154Z,-0.100000,false
2025-05-22T17:02:08.158Z,-0.100000,false
2025-05-22T17:02:08.162Z,-0.100000,false
2025-05-22T17:02:08.165Z,-0.100000,false
2025-05-22T17:02:08.169Z,-0.100000,false
2025-05-22T17:02:08.173Z,-0.100000,false
2025-05-22T17:02:08.177Z,-0.090000,false
2025-05-22T17:02:08.180Z,-0.090000,false
2025-05-22T17:02:08.184Z,-0.090000,false
2025-05-22T17:02:08.188Z,-0.080000,false
2025-05-22T17:02:08.192Z,-0.070000,false
2025-05-22T17:02:08.195Z,-0.060000,false
2025-05-22T17:02:08.199Z,-0.050000,false
2025-05-22T17:02:08.203Z,-0.030000,false
2025-05-22T17:02:08.207Z,-0.020000,false
2025-05-22T17:02:08.210Z,0.010000,false
2025-05-22T17:02:08.214Z,0.040000,false
2025-05-22T17:02:08.218Z,0.080000,false
2025-05-22T17:02:08.222Z,0.110000,false
2025-05-22T17:02:08.225Z,0.140000,false
2025-05-22T17:02:08.229Z,0.150000,false
2025-05-22T17:02:08.233Z,0.160000,false
2025-05-22T17:02:08.237Z,0.150000,false
2025-05-22T17:02:08.240Z,0.120000,false
2025-05-22T17:02:08.244Z,0.090000,false
2025-05-22T17:02:08.248Z,0.060000,false
2025-05-22T17:02:08.252Z,0.020000,false
2025-05-22T17:02:08.255Z,-0.010000,false
2025-05-22T17:02:08.259Z,-0.050000,false
2025-05-22T17:02:08.263Z,-0.080000,false
2025-05-22T17:02:08.267Z,-0.120000,false
2025-05-22T17:02:08.270Z,-0.140000,false
2025-05-22T17:02:08.274Z,-0.160000,false
2025-05-22T17:02:08.278Z,-0.180000,false
2025-05-22T17:02:08.282Z,-0.180000,false
2025-05-22T17:02:08.285Z,-0.180000,false
2025-05-22T17:02:08.289Z,-0.170000,false
2025-05-22T17:02:08.293Z,-0.170000,false
2025-05-22T17:02:08.297Z,-0.160000,false
2025-05-22T17:02:08.300Z,-0.150000,false
2025-05-22T17:02:08.304Z,-0.140000,false
2025-05-22T17:02:08.308Z,-0.140000,false
2025-05-22T17:02:08.312Z,-0.130000,false
2025-05-22T17:02:08.315Z,-0.130000,false
2025-05-22T17:02:08.319Z,-0.120000,false
2025-05-22T17:02:08.323Z,-0.120000,false
2025-05-22T17:02:08.327Z,-0.120000,false
2025-05-22T17:02:08.330Z,-0.110000,false
2025-05-22T17:02:08.334Z,-0.060000,false
2025-05-22T17:02:08.338Z,0.060000,false
2025-05-22T17:02:08.342Z,0.240000,false
2025-05-22T17:02:08.345Z,0.480000,false
2025-05-22T17:02:08.349Z,0.790000,false
2025-05-22T17:02:08.353Z,1.140000,false
2025-05-22T17:02:08.357Z,1.540000,false
2025-05-22T17:02:08.360Z,1.890000,false
2025-05-22T17:02:08.364Z,2.090000,true
2025-05-22T17:02:08.368Z,2.030000,false
2025-05-22T17:02:08.372Z,1.680000,false
2025-05-22T17:02:08.375Z,1.140000,false
2025-05-22T17:02:08.379Z,0.570000,false
2025-05-22T17:02:08.383Z,0.070000,false
2025-05-22T17:02:08.387Z,-0.300000,false
2025-05-22T17:02:08.390Z,-0.540000,false
2025-05-22T17:02:08.394Z,-0.660000,false
2025-05-22T17:02:08.398Z,-0.690000,false
2025-05-22T17:02:08.402Z,-0.650000,false
2025-05-22T17:02:08.405Z,-0.560000,false
2025-05-22T17:02:08.409Z,-0.460000,false
2025-05-22T17:02:08.413Z,-0.360000,false
2025-05-22T17:02:08.417Z,-0.280000,false
2025-05-22T17:02:08.420Z,-0.210000,false
2025-05-22T17:02:08.424Z,-0.160000,false
2025-05-22T17:02:08.428Z,-0.120000,false
2025-05-22T17:02:08.432Z,-0.090000,false
2025-05-22T17:02:08.435Z,-0.070000,false
2025-05-22T17:02:08.439Z,-0.050000,false
2025-05-22T17:02:08.443Z,-0.030000,false
2025-05-22T17:02:08.447Z,-0.020000,false
2025-05-22T17:02:08.450Z,-0.010000,false
2025-05-22T17:02:08.454Z,0.000000,false
2025-05-22T17:02:08.458Z,0.010000,false
2025-05-22T17:02:08.462Z,0.020000,false
2025-05-22T17:02:08.465Z,0.030000,false
2025-05-22T17:02:08.469Z,0.040000,false
2025-05-22T17:02:08.473Z,0.060000,false
2025-05-22T17:02:08.477Z,0.070000,false
2025-05-22T17:02:08.480Z,0.080000,false
2025-05-22T17:02:08.484Z,0.090000,false
2025-05-22T17:02:08.488Z,0.090000,false
2025-05-22T17:02:08.492Z,0.100000,false
2025-05-22T17:02:08.495Z,0.120000,false
2025-05-22T17:02:08.499Z,0.130000,false
2025-05-22T17:02:08.503Z,0.140000,false
2025-05-22T17:02:08.507Z,0.150000,false
2025-05-22T17:02:08.510Z,0.160000,false
2025-05-22T17:02:08.514Z,0.180000,false
2025-05-22T17:02:08.518Z,0.190000,false
2025-05-22T17:02:08.522Z,0.200000,false
2025-05-22T17:02:08.525Z,0.220000,false
2025-05-22T17:02:08.529Z,0.230000,false
2025-05-22T17:02:08.533Z,0.250000,false
2025-05-22T17:02:08.537Z,0.260000,false
2025-05-22T17:02:08.540Z,0.280000,false
2025-05-22T17:02:08.544Z,0.300000,false
2025-05-22T17:02:08.548Z,0.330000,false
2025-05-22T17:02:08.552Z,0.350000,false
2025-05-22T17:02:08.555Z,0.380000,false
2025-05-22T17:02:08.559Z,0.410000,false
2025-05-22T17:02:08.563Z,0.440000,false
2025-05-22T17:02:08.567Z,0.460000,false
2025-05-22T17:02:08.570Z,0.490000,false
2025-05-22T17:02:08.574Z,0.520000,false
2025-05-22T17:02:08.578Z,0.550000,false
2025-05-22T17:02:08.582Z,0.580000,false
2025-05-22T17:02:08.585Z,0.610000,false
2025-05-22T17:02:08.589Z,0.640000,false
2025-05-22T17:02:08.593Z,0.680000,false
2025-05-22T17:02:08.597Z,0.720000,false
2025-05-22T17:02:08.600Z,0.750000,false
2025-05-22T17:02:08.604Z,0.790000,false
2025-05-22T17:02:08.608Z,0.820000,false
2025-05-22T17:02:08.612Z,0.850000,false
2025-05-22T17:02:08.615Z,0.860000,false
2025-05-22T17:02:08.619Z,0.870000,false
2025-05-22T17:02:08.623Z,0.870000,false
2025-05-22T17:02:08.627Z,0.860000,false
2025-05-22T17:02:08.630Z,0.850000,false
2025-05-22T17:02:08.634Z,0.840000,false
2025-05-22T17:02:08.638Z,0.810000,false
2025-05-22T17:02:08.642Z,0.780000,false
2025-05-22T17:02:08.645Z,0.740000,false
2025-05-22T17:02:08.649Z,0.700000,false
2025-05-22T17:02:08.653Z,0.640000,false
2025-05-22T17:02:08.657Z,0.580000,false
2025-05-22T17:02:08.660Z,0.510000,false
2025-05-22T17:02:08.664Z,0.430000,false
2025-05-22T17:02:08.668Z,0.350000,false
2025-05-22T17:02:08.672Z,0.270000,false
2025-05-22T17:02:08.675Z,0.200000,false
2025-05-22T17:02:08.679Z,0.130000,false
2025-05-22T17:02:08.683Z,0.050000,false
2025-05-22T17:02:08.687Z,-0.010000,false
2025-05-22T17:02:08.690Z,-0.070000,false
2025-05-22T17:02:08.694Z,-0.130000,false
2025-05-22T17:02:08.698Z,-0.180000,false
2025-05-22T17:02:08.702Z,-0.230000,false
2025-05-22T17:02:08.705Z,-0.280000,false
2025-05-22T17:02:08.709Z,-0.320000,false
2025-05-22T17:02:08.713Z,-0.350000,false
2025-05-22T17:02:08.717Z,-0.380000,false
2025-05-22T17:02:08.720Z,-0.390000,false
2025-05-22T17:02:08.724Z,-0.410000,false
2025-05-22T17:02:08.728Z,-0.410000,false
2025-05-22T17:02:08.732Z,-0.420000,false
2025-05-22T17:02:08.735Z,-0.420000,false
2025-05-22T17:02:08.739Z,-0.430000,false
2025-05-22T17:02:08.743Z,-0.430000,false
2025-05-22T17:02:08.747Z,-0.420000,false
2025-05-22T17:02:08.750Z,-0.420000,false
2025-05-22T17:02:08.754Z,-0.410000,false
2025-05-22T17:02:08.758Z,-0.390000,false
2025-05-22T17:02:08.762Z,-0.380000,false
2025-05-22T17:02:08.765Z,-0.370000,false
2025-05-22T17:02:08.769Z,-0.360000,false
2025-05-22T17:02:08.773Z,-0.340000,false
2025-05-22T17:02:08.777Z,-0.330000,false
2025-05-22T17:02:08.780Z,-0.320000,false
2025-05-22T17:02:08.784Z,-0.310000,false
2025-05-22T17:02:08.788Z,-0.300000,false
2025-05-22T17:02:08.792Z,-0.290000,false
2025-05-22T17:02:08.795Z,-0.270000,false
2025-05-22T17:02:08.799Z,-0.260000,false
2025-05-22T17:02:08.803Z,-0.260000,false
2025-05-22T17:02:08.807Z,-0.250000,false
2025-05-22T17:02:08.810Z,-0.250000,false
2025-05-22T17:02:08.814Z,-0.250000,false
2025-05-22T17:02:08.818Z,-0.240000,false
2025-05-22T17:02:08.822Z,-0.240000,false
2025-05-22T17:02:08.825Z,-0.230000,false
2025-05-22T17:02:08.829Z,-0.220000,false
2025-05-22T17:02:08.833Z,-0.220000,false
2025-05-22T17:02:08.837Z,-0.220000,false
2025-05-22T17:02:08.840Z,-0.230000,false
2025-05-22T17:02:08.844Z,-0.230000,false
2025-05-22T17:02:08.848Z,-0.230000,false
2025-05-22T17:02:08.852Z,-0.230000,false
2025-05-22T17:02:08.855Z,-0.230000,false
2025-05-22T17:02:08.859Z,-0.230000,false
2025-05-22T17:02:08.863Z,-0.230000,false
2025-05-22T17:02:08.867Z,-0.230000,false
2025-05-22T17:02:08.870Z,-0.240000,false
2025-05-22T17:02:08.874Z,-0.240000,false
2025-05-22T17:02:08.878Z,-0.250000,false
2025-05-22T17:02:08.882Z,-0.250000,false
2025-05-22T17:02:08.885Z,-0.260000,false
2025-05-22T17:02:08.889Z,-0.260000,false
2025-05-22T17:02:08.893Z,-0.260000,false
2025-05-22T17:02:08.897Z,-0.250000,false
2025-05-22T17:02:08.900Z,-0.250000,false
2025-05-22T17:02:08.904Z,-0.250000,false
2025-05-22T17:02:08.908Z,-0.240000,false
2025-05-22T17:02:08.912Z,-0.240000,false
2025-05-22T17:02:08.915Z,-0.240000,false
2025-05-22T17:02:08.919Z,-0.230000,false
2025-05-22T17:02:08.923Z,-0.230000,false
2025-05-22T17:02:08.927Z,-0.230000,false
2025-05-22T17:02:08.930Z,-0.230000,false
2025-05-22T17:02:08.934Z,-0.230000,false
2025-05-22T17:02:08.938Z,-0.230000,false
2025-05-22T17:02:08.942Z,-0.230000,false
2025-05-22T17:02:08.945Z,-0.230000,false
2025-05-22T17:02:08.949Z,-0.230000,false
2025-05-22T17:02:08.953Z,-0.220000,false
2025-05-22T17:02:08.957Z,-0.220000,false
2025-05-22T17:02:08.960Z,-0.210000,false
2025-05-22T17:02:08.964Z,-0.210000,false
2025-05-22T17:02:08.968Z,-0.200000,false
2025-05-22T17:02:08.972Z,-0.200000,false
2025-05-22T17:02:08.975Z,-0.190000,false
2025-05-22T17:02:08.979Z,-0.190000,false
2025-05-22T17:02:08.983Z,-0.200000,false
2025-05-22T17:02:08.987Z,-0.200000,false
2025-05-22T17:02:08.990Z,-0.200000,false
2025-05-22T17:02:08.994Z,-0.200000,false
2025-05-22T17:02:08.998Z,-0.200000,false
2025-05-22T17:02:09.002Z,-0.200000,false
2025-05-22T17:02:09.005Z,-0.200000,false
2025-05-22T17:02:09.009Z,-0.190000,false
2025-05-22T17:02:09.013Z,-0.190000,false
2025-05-22T17:02:09.017Z,-0.190000,false
2025-05-22T17:02:09.020Z,-0.180000,false
2025-05-22T17:02:09.024Z,-0.180000,false
2025-05-22T17:02:09.028Z,-0.170000,false
2025-05-22T17:02:09.032Z,-0.150000,false
2025-05-22T17:02:09.035Z,-0.140000,false
2025-05-22T17:02:09.039Z,-0.120000,false
2025-05-22T17:02:09.043Z,-0.090000,false
2025-05-22T17:02:09.047Z,-0.060000,false
2025-05-22T17:02:09.050Z,-0.030000,false
2025-05-22T17:02:09.054Z,0.010000,false
2025-05-22T17:02:09.058Z,0.050000,false
2025-05-22T17:02:09.062Z,0.080000,false
2025-05-22T17:02:09.065Z,0.110000,false
2025-05-22T17:02:09.069Z,0.130000,false
2025-05-22T17:02:09.073Z,0.150000,false
2025-05-22T17:02:09.077Z,0.150000,false
2025-05-22T17:02:09.080Z,0.130000,false
2025-05-22T17:02:09.084Z,0.110000,false
2025-05-22T17:02:09.088Z,0.080000,false
2025-05-22T17:02:09.092Z,0.040000,false
2025-05-22T17:02:09.095Z,0.010000,false
2025-05-22T17:02:09.099Z,-0.020000,false
2025-05-22T17:02:09.103Z,-0.060000,false
2025-05-22T17:02:09.107Z,-0.090000,false
2025-05-22T17:02:09.110Z,-0.120000,false
2025-05-22T17:02:09.114Z,-0.140000,false
2025-05-22T17:02:09.118Z,-0.160000,false
2025-05-22T17:02:09.122Z,-0.170000,false
2025-05-22T17:02:09.125Z,-0.180000,false
2025-05-22T17:02:09.129Z,-0.180000,false
2025-05-22T17:02:09.133Z,-0.180000,false
2025-05-22T17:02:09.137Z,-0.170000,false
2025-05-22T17:02:09.140Z,-0.160000,false
2025-05-22T17:02:09.144Z,-0.160000,false
2025-05-22T17:02:09.148Z,-0.150000,false
2025-05-22T17:02:09.152Z,-0.140000,false
2025-05-22T17:02:09.155Z,-0.130000,false
2025-05-22T17:02:09.159Z,-0.120000,false
2025-05-22T17:02:09.163Z,-0.120000,false
2025-05-22T17:02:09.167Z,-0.110000,false
2025-05-22T17:02:09.170Z,-0.100000,false
2025-05-22T17:02:09.174Z,-0.080000,false
2025-05-22T17:02:09.178Z,-0.020000,false
2025-05-22T17:02:09.182Z,0.100000,false
2025-05-22T17:02:09.185Z,0.300000,false
2025-05-22T17:02:09.189Z,0.560000,false
2025-05-22T17:02:09.193Z,0.890000,false
2025-05-22T17:02:09.197Z,1.270000,false
2025-05-22T17:02:09.200Z,1.670000,false
2025-05-22T17:02:09.204Z,2.020000,false
2025-05-22T17:02:09.208Z,2.190000,true
2025-05-22T17:02:09.212Z,2.070000,false
2025-05-22T17:02:09.215Z,1.670000,false
2025-05-22T17:02:09.219Z,1.100000,false
2025-05-22T17:02:09.223Z,0.510000,false
2025-05-22T17:02:09.227Z,0.020000,false
2025-05-22T17:02:09.230Z,-0.340000,false
2025-05-22T17:02:09.234Z,-0.570000,false
2025-05-22T17:02:09.238Z,-0.670000,false
2025-05-22T17:02:09.242Z,-0.680000,false
2025-05-22T17:02:09.245Z,-0.620000,false
2025-05-22T17:02:09.249Z,-0.510000,false
2025-05-22T17:02:09.253Z,-0.400000,false
2025-05-22T17:02:09.257Z,-0.290000,false
2025-05-22T17:02:09.260Z,-0.210000,false
2025-05-22T17:02:09.264Z,-0.150000,false
2025-05-22T17:02:09.268Z,-0.110000,false
2025-05-22T17:02:09.272Z,-0.070000,false
2025-05-22T17:02:09.275Z,-0.050000,false
2025-05-22T17:02:09.279Z,-0.020000,false
2025-05-22T17:02:09.283Z,0.000000,false
2025-05-22T17:02:09.287Z,0.020000,false
2025-05-22T17:02:09.290Z,0.040000,false
2025-05-22T17:02:09.294Z,0.060000,false
2025-05-22T17:02:09.298Z,0.080000,false
2025-05-22T17:02:09.302Z,0.100000,false
2025-05-22T17:02:09.305Z,0.120000,false
2025-05-22T17:02:09.309Z,0.140000,false
2025-05-22T17:02:09.313Z,0.160000,false
2025-05-22T17:02:09.317Z,0.170000,false
2025-05-22T17:02:09.320Z,0.180000,false
2025-05-22T17:02:09.324Z,0.190000,false
2025-05-22T17:02:09.328Z,0.200000,false
2025-05-22T17:02:09.332Z,0.210000,false
2025-05-22T17:02:09.335Z,0.220000,false
2025-05-22T17:02:09.339Z,0.230000,false
2025-05-22T17:02:09.343Z,0.240000,false
2025-05-22T17:02:09.347Z,0.250000,false
2025-05-22T17:02:09.350Z,0.260000,false
2025-05-22T17:02:09.354Z,0.270000,false
2025-05-22T17:02:09.358Z,0.280000,false
2025-05-22T17:02:09.362Z,0.290000,false
2025-05-22T17:02:09.365Z,0.300000,false
2025-05-22T17:02:09.369Z,0.310000,false
2025-05-22T17:02:09.373Z,0.320000,false
2025-05-22T17:02:09.377Z,0.340000,false
2025-05-22T17:02:09.380Z,0.350000,false
2025-05-22T17:02:09.384Z,0.360000,false
2025-05-22T17:02:09.388Z,0.380000,false
2025-05-22T17:02:09.392Z,0.390000,false
2025-05-22T17:02:09.395Z,0.410000,false
2025-05-22T17:02:09.399Z,0.430000,false
2025-05-22T17:02:09.403Z,0.460000,false
