Time,ECG1_Filtered,is_r_peak,timestamp,prev_timestamp,rr_interval_ms
2025-05-22T17:05:25.596,2.36,true,2025-05-22T17:05:25.596+07:00,2025-05-22T17:05:24.171+07:00,1425.0
2025-05-22T17:05:26.597,2.15,true,2025-05-22T17:05:26.597+07:00,2025-05-22T17:05:25.596+07:00,1001.0
2025-05-22T17:05:27.512,2.08,true,2025-05-22T17:05:27.512+07:00,2025-05-22T17:05:26.597+07:00,915.0
2025-05-22T17:05:28.446,2.18,true,2025-05-22T17:05:28.446+07:00,2025-05-22T17:05:27.512+07:00,934.0
2025-05-22T17:05:29.451,2.12,true,2025-05-22T17:05:29.451+07:00,2025-05-22T17:05:28.446+07:00,1005.0
2025-05-22T17:05:30.689,2.19,true,2025-05-22T17:05:30.689+07:00,2025-05-22T17:05:29.451+07:00,1238.0
2025-05-22T17:05:31.596,2.14,true,2025-05-22T17:05:31.596+07:00,2025-05-22T17:05:30.689+07:00,907.0
2025-05-22T17:05:32.484,2.17,true,2025-05-22T17:05:32.484+07:00,2025-05-22T17:05:31.596+07:00,888.0
2025-05-22T17:05:33.553,2.25,true,2025-05-22T17:05:33.553+07:00,2025-05-22T17:05:32.484+07:00,1069.0
2025-05-22T17:05:34.903,2.31,true,2025-05-22T17:05:34.903+07:00,2025-05-22T17:05:33.553+07:00,1350.0
2025-05-22T17:05:35.893,2.17,true,2025-05-22T17:05:35.893+07:00,2025-05-22T17:05:34.903+07:00,990.0
2025-05-22T17:05:36.778,1.97,true,2025-05-22T17:05:36.778+07:00,2025-05-22T17:05:35.893+07:00,885.0
2025-05-22T17:05:37.666,2.21,true,2025-05-22T17:05:37.666+07:00,2025-05-22T17:05:36.778+07:00,888.0
2025-05-22T17:05:38.900,2.36,true,2025-05-22T17:05:38.900+07:00,2025-05-22T17:05:37.666+07:00,1234.0
2025-05-22T17:05:39.946,2.24,true,2025-05-22T17:05:39.946+07:00,2025-05-22T17:05:38.900+07:00,1046.0
2025-05-22T17:05:40.981,2.17,true,2025-05-22T17:05:40.981+07:00,2025-05-22T17:05:39.946+07:00,1035.0
2025-05-22T17:05:41.978,2.36,true,2025-05-22T17:05:41.978+07:00,2025-05-22T17:05:40.981+07:00,997.0
2025-05-22T17:05:43.009,2.1,true,2025-05-22T17:05:43.009+07:00,2025-05-22T17:05:41.978+07:00,1031.0
